0: main.py:141: SyntaxWarning: "is" with a literal. Did you mean "=="?
0:   if args.save is '':
0: main.py:164: SyntaxWarning: "is not" with a literal. Did you mean "!="?
0:   resume=args.resume is not '',
0: main.py:186: SyntaxWarning: "is not" with a literal. Did you mean "!="?
0:   if args.model_config is not '':
0: saving to ./results/resnet18-test
0: creating model resnet
0: created model with configuration: {'dataset': 'cifar10', 'depth': 18}
0: number of parameters: 175258
0: /scratch/mg6827/envs_dirs/idl/lib/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
0:   warnings.warn(_create_warning_msg(
0: optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x1530ef549b80>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x1530ef549c10>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
0: data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 1, 'autoaugment': False, 'cutout': None}
0:  Regime:None
0: 
0: Starting Epoch: 1
0: 
0: Files already downloaded and verified
0: Files already downloaded and verified
0: TRAINING - Epoch: [0][0/781]	Time 1.560 (1.560)	Data 1.450 (1.450)	Loss 2.3020 (2.3020)	Prec@1 3.125 (3.125)	Prec@5 53.125 (53.125)	
0: TRAINING - Epoch: [0][320/781]	Time 0.011 (0.013)	Data 0.000 (0.005)	Loss 1.5917 (1.8705)	Prec@1 37.500 (27.419)	Prec@5 93.750 (83.070)	
0: TRAINING - Epoch: [0][330/781]	Time 0.011 (0.013)	Data 0.000 (0.005)	Loss 1.7029 (1.8671)	Prec@1 40.625 (27.606)	Prec@5 89.062 (83.181)	
0: TRAINING - Epoch: [0][340/781]	Time 0.007 (0.012)	Data 0.000 (0.004)	Loss 1.9055 (1.8613)	Prec@1 29.688 (27.791)	Prec@5 79.688 (83.362)	
0: TRAINING - Epoch: [0][350/781]	Time 0.007 (0.012)	Data 0.000 (0.004)	Loss 1.5839 (1.8568)	Prec@1 29.688 (28.009)	Prec@5 93.750 (83.511)	
0: TRAINING - Epoch: [0][360/781]	Time 0.017 (0.012)	Data 0.000 (0.004)	Loss 1.6340 (1.8499)	Prec@1 45.312 (28.294)	Prec@5 90.625 (83.717)	
0: TRAINING - Epoch: [0][370/781]	Time 0.013 (0.012)	Data 0.000 (0.004)	Loss 1.8562 (1.8431)	Prec@1 43.750 (28.677)	Prec@5 85.938 (83.895)	
0: TRAINING - Epoch: [0][380/781]	Time 0.007 (0.012)	Data 0.000 (0.004)	Loss 1.8094 (1.8394)	Prec@1 28.125 (28.802)	Prec@5 79.688 (84.014)	
0: TRAINING - Epoch: [0][390/781]	Time 0.006 (0.012)	Data 0.000 (0.004)	Loss 1.4777 (1.8360)	Prec@1 46.875 (28.996)	Prec@5 96.875 (84.119)	
0: TRAINING - Epoch: [0][400/781]	Time 0.006 (0.012)	Data 0.000 (0.004)	Loss 1.6581 (1.8296)	Prec@1 35.938 (29.236)	Prec@5 87.500 (84.305)	
0: TRAINING - Epoch: [0][410/781]	Time 0.006 (0.012)	Data 0.000 (0.004)	Loss 1.6985 (1.8240)	Prec@1 37.500 (29.444)	Prec@5 92.188 (84.478)	
0: TRAINING - Epoch: [0][420/781]	Time 0.007 (0.012)	Data 0.000 (0.004)	Loss 1.3336 (1.8166)	Prec@1 54.688 (29.743)	Prec@5 98.438 (84.661)	
0: TRAINING - Epoch: [0][430/781]	Time 0.006 (0.011)	Data 0.000 (0.004)	Loss 1.7034 (1.8113)	Prec@1 26.562 (29.952)	Prec@5 92.188 (84.799)	
0: TRAINING - Epoch: [0][440/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.7471 (1.8060)	Prec@1 40.625 (30.233)	Prec@5 87.500 (84.917)	
0: TRAINING - Epoch: [0][450/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.5003 (1.7991)	Prec@1 37.500 (30.540)	Prec@5 96.875 (85.099)	
0: TRAINING - Epoch: [0][460/781]	Time 0.008 (0.011)	Data 0.000 (0.003)	Loss 1.6414 (1.7938)	Prec@1 43.750 (30.816)	Prec@5 92.188 (85.212)	
0: TRAINING - Epoch: [0][470/781]	Time 0.010 (0.011)	Data 0.000 (0.003)	Loss 1.4888 (1.7879)	Prec@1 35.938 (31.048)	Prec@5 95.312 (85.334)	
0: TRAINING - Epoch: [0][480/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.6188 (1.7819)	Prec@1 31.250 (31.292)	Prec@5 92.188 (85.470)	
0: TRAINING - Epoch: [0][490/781]	Time 0.020 (0.011)	Data 0.000 (0.003)	Loss 1.7561 (1.7776)	Prec@1 34.375 (31.517)	Prec@5 90.625 (85.584)	
0: TRAINING - Epoch: [0][500/781]	Time 0.017 (0.011)	Data 0.000 (0.003)	Loss 1.3663 (1.7726)	Prec@1 46.875 (31.727)	Prec@5 96.875 (85.704)	
0: TRAINING - Epoch: [0][510/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.6250 (1.7671)	Prec@1 40.625 (31.984)	Prec@5 87.500 (85.794)	
0: TRAINING - Epoch: [0][520/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.3049 (1.7619)	Prec@1 48.438 (32.186)	Prec@5 95.312 (85.908)	
0: TRAINING - Epoch: [0][530/781]	Time 0.014 (0.011)	Data 0.000 (0.003)	Loss 1.5876 (1.7572)	Prec@1 43.750 (32.424)	Prec@5 87.500 (85.996)	
0: TRAINING - Epoch: [0][540/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.2809 (1.7517)	Prec@1 50.000 (32.677)	Prec@5 96.875 (86.099)	
0: TRAINING - Epoch: [0][550/781]	Time 0.007 (0.011)	Data 0.000 (0.003)	Loss 1.3315 (1.7469)	Prec@1 51.562 (32.934)	Prec@5 89.062 (86.190)	
0: TRAINING - Epoch: [0][560/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.6640 (1.7424)	Prec@1 45.312 (33.127)	Prec@5 89.062 (86.297)	
0: TRAINING - Epoch: [0][570/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.4224 (1.7375)	Prec@1 48.438 (33.302)	Prec@5 89.062 (86.397)	
0: TRAINING - Epoch: [0][580/781]	Time 0.008 (0.011)	Data 0.000 (0.003)	Loss 1.4312 (1.7325)	Prec@1 46.875 (33.485)	Prec@5 93.750 (86.502)	
0: TRAINING - Epoch: [0][590/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.7740 (1.7281)	Prec@1 34.375 (33.696)	Prec@5 92.188 (86.614)	
0: TRAINING - Epoch: [0][600/781]	Time 0.012 (0.011)	Data 0.000 (0.003)	Loss 1.3902 (1.7230)	Prec@1 53.125 (33.894)	Prec@5 90.625 (86.730)	
0: TRAINING - Epoch: [0][610/781]	Time 0.007 (0.011)	Data 0.000 (0.003)	Loss 1.6672 (1.7191)	Prec@1 43.750 (34.089)	Prec@5 89.062 (86.802)	
0: TRAINING - Epoch: [0][620/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.3895 (1.7138)	Prec@1 48.438 (34.325)	Prec@5 95.312 (86.901)	
0: TRAINING - Epoch: [0][630/781]	Time 0.006 (0.011)	Data 0.000 (0.002)	Loss 1.2994 (1.7085)	Prec@1 54.688 (34.576)	Prec@5 92.188 (86.995)	
0: TRAINING - Epoch: [0][640/781]	Time 0.007 (0.011)	Data 0.000 (0.002)	Loss 1.5947 (1.7048)	Prec@1 42.188 (34.738)	Prec@5 87.500 (87.090)	
0: TRAINING - Epoch: [0][650/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.4341 (1.7008)	Prec@1 53.125 (34.925)	Prec@5 93.750 (87.183)	
0: TRAINING - Epoch: [0][660/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.7057 (1.6972)	Prec@1 39.062 (35.101)	Prec@5 82.812 (87.264)	
0: TRAINING - Epoch: [0][670/781]	Time 0.007 (0.010)	Data 0.000 (0.002)	Loss 1.4692 (1.6925)	Prec@1 50.000 (35.265)	Prec@5 89.062 (87.351)	
0: TRAINING - Epoch: [0][680/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.3880 (1.6881)	Prec@1 40.625 (35.446)	Prec@5 93.750 (87.436)	
0: TRAINING - Epoch: [0][690/781]	Time 0.006 (0.011)	Data 0.000 (0.002)	Loss 1.2717 (1.6833)	Prec@1 45.312 (35.637)	Prec@5 96.875 (87.536)	
0: TRAINING - Epoch: [0][700/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.3097 (1.6792)	Prec@1 54.688 (35.839)	Prec@5 93.750 (87.607)	
0: TRAINING - Epoch: [0][710/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.3065 (1.6756)	Prec@1 54.688 (35.981)	Prec@5 95.312 (87.682)	
0: TRAINING - Epoch: [0][720/781]	Time 0.011 (0.010)	Data 0.000 (0.002)	Loss 1.6090 (1.6717)	Prec@1 35.938 (36.163)	Prec@5 95.312 (87.788)	
0: TRAINING - Epoch: [0][730/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.4148 (1.6677)	Prec@1 45.312 (36.322)	Prec@5 89.062 (87.868)	
0: TRAINING - Epoch: [0][740/781]	Time 0.007 (0.010)	Data 0.000 (0.002)	Loss 1.2423 (1.6633)	Prec@1 42.188 (36.479)	Prec@5 96.875 (87.947)	
0: TRAINING - Epoch: [0][750/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.2009 (1.6584)	Prec@1 46.875 (36.680)	Prec@5 96.875 (88.035)	
0: TRAINING - Epoch: [0][760/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.2940 (1.6548)	Prec@1 51.562 (36.866)	Prec@5 93.750 (88.114)	
0: TRAINING - Epoch: [0][770/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.3530 (1.6511)	Prec@1 43.750 (37.024)	Prec@5 93.750 (88.187)	
0: TRAINING - Epoch: [0][780/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.2100 (1.6467)	Prec@1 60.938 (37.232)	Prec@5 92.188 (88.266)	
0: EVALUATING - Epoch: [0][0/157]	Time 0.301 (0.301)	Data 0.287 (0.287)	Loss 1.5185 (1.5185)	Prec@1 43.750 (43.750)	Prec@5 90.625 (90.625)	
0: EVALUATING - Epoch: [0][10/157]	Time 0.002 (0.034)	Data 0.000 (0.030)	Loss 1.6774 (1.5853)	Prec@1 35.938 (43.892)	Prec@5 93.750 (90.909)	
0: EVALUATING - Epoch: [0][20/157]	Time 0.015 (0.021)	Data 0.000 (0.016)	Loss 1.6015 (1.6027)	Prec@1 37.500 (44.494)	Prec@5 90.625 (90.253)	
0: EVALUATING - Epoch: [0][30/157]	Time 0.012 (0.015)	Data 0.000 (0.011)	Loss 1.7766 (1.6204)	Prec@1 39.062 (44.355)	Prec@5 89.062 (90.474)	
0: EVALUATING - Epoch: [0][40/157]	Time 0.002 (0.013)	Data 0.000 (0.008)	Loss 1.7025 (1.6241)	Prec@1 35.938 (44.093)	Prec@5 90.625 (90.511)	
0: EVALUATING - Epoch: [0][50/157]	Time 0.003 (0.011)	Data 0.000 (0.007)	Loss 1.8302 (1.6191)	Prec@1 45.312 (44.669)	Prec@5 93.750 (90.564)	
0: EVALUATING - Epoch: [0][60/157]	Time 0.002 (0.010)	Data 0.000 (0.006)	Loss 1.4048 (1.6235)	Prec@1 54.688 (44.647)	Prec@5 92.188 (90.651)	
0: EVALUATING - Epoch: [0][70/157]	Time 0.002 (0.009)	Data 0.000 (0.005)	Loss 1.7277 (1.6248)	Prec@1 45.312 (44.762)	Prec@5 92.188 (90.691)	
0: EVALUATING - Epoch: [0][80/157]	Time 0.002 (0.008)	Data 0.000 (0.005)	Loss 1.4498 (1.6187)	Prec@1 45.312 (45.023)	Prec@5 92.188 (90.895)	
0: EVALUATING - Epoch: [0][90/157]	Time 0.008 (0.008)	Data 0.000 (0.005)	Loss 1.3996 (1.6232)	Prec@1 43.750 (45.124)	Prec@5 93.750 (90.780)	
0: EVALUATING - Epoch: [0][100/157]	Time 0.003 (0.008)	Data 0.000 (0.004)	Loss 1.5265 (1.6273)	Prec@1 43.750 (45.127)	Prec@5 90.625 (90.640)	
0: EVALUATING - Epoch: [0][110/157]	Time 0.002 (0.007)	Data 0.000 (0.004)	Loss 1.3857 (1.6335)	Prec@1 50.000 (45.115)	Prec@5 95.312 (90.653)	
0: EVALUATING - Epoch: [0][120/157]	Time 0.002 (0.007)	Data 0.000 (0.004)	Loss 1.5197 (1.6342)	Prec@1 56.250 (45.364)	Prec@5 85.938 (90.715)	
0: EVALUATING - Epoch: [0][130/157]	Time 0.005 (0.007)	Data 0.003 (0.004)	Loss 1.7262 (1.6367)	Prec@1 45.312 (45.348)	Prec@5 90.625 (90.792)	
0: EVALUATING - Epoch: [0][140/157]	Time 0.004 (0.007)	Data 0.001 (0.003)	Loss 1.3345 (1.6361)	Prec@1 53.125 (45.257)	Prec@5 96.875 (90.802)	
0: EVALUATING - Epoch: [0][150/157]	Time 0.001 (0.006)	Data 0.000 (0.003)	Loss 1.6831 (1.6312)	Prec@1 50.000 (45.457)	Prec@5 84.375 (90.925)	
0: EVALUATING - Epoch: [0][156/157]	Time 0.014 (0.006)	Data 0.000 (0.003)	Loss 1.5399 (1.6326)	Prec@1 43.750 (45.350)	Prec@5 100.000 (90.930)	
0: 
0: Results - Epoch: 1
0: Training Loss 1.6467 	Training Prec@1 37.232 	Training Prec@5 88.266 	Validation Loss 1.6326 	Validation Prec@1 45.350 	Validation Prec@5 90.930 	
0: 
0: Plot file saved at: /home/mg6827/convNet.pytorch/results/resnet18-test/results.html
0: 
0: Starting Epoch: 2
0: 
0: TRAINING - Epoch: [1][0/781]	Time 0.364 (0.364)	Data 0.347 (0.347)	Loss 1.2540 (1.2540)	Prec@1 51.562 (51.562)	Prec@5 89.062 (89.062)	
0: TRAINING - Epoch: [1][10/781]	Time 0.007 (0.041)	Data 0.000 (0.032)	Loss 1.2444 (1.2875)	Prec@1 46.875 (49.432)	Prec@5 96.875 (95.028)	
0: TRAINING - Epoch: [1][20/781]	Time 0.007 (0.026)	Data 0.000 (0.017)	Loss 1.1263 (1.2842)	Prec@1 60.938 (52.604)	Prec@5 95.312 (94.122)	
0: TRAINING - Epoch: [1][30/781]	Time 0.013 (0.021)	Data 0.000 (0.011)	Loss 1.3731 (1.2995)	Prec@1 50.000 (52.218)	Prec@5 90.625 (94.052)	
0: TRAINING - Epoch: [1][40/781]	Time 0.011 (0.018)	Data 0.000 (0.009)	Loss 1.0312 (1.2927)	Prec@1 53.125 (52.591)	Prec@5 96.875 (94.322)	
0: TRAINING - Epoch: [1][50/781]	Time 0.007 (0.016)	Data 0.000 (0.007)	Loss 1.2563 (1.2940)	Prec@1 45.312 (52.145)	Prec@5 95.312 (94.547)	
0: TRAINING - Epoch: [1][60/781]	Time 0.006 (0.015)	Data 0.000 (0.006)	Loss 1.4703 (1.2995)	Prec@1 50.000 (51.972)	Prec@5 92.188 (94.493)	
0: TRAINING - Epoch: [1][70/781]	Time 0.006 (0.014)	Data 0.000 (0.005)	Loss 1.2103 (1.2977)	Prec@1 60.938 (52.421)	Prec@5 93.750 (94.564)	
0: TRAINING - Epoch: [1][80/781]	Time 0.010 (0.013)	Data 0.000 (0.004)	Loss 1.0826 (1.2991)	Prec@1 59.375 (52.720)	Prec@5 95.312 (94.522)	
0: TRAINING - Epoch: [1][90/781]	Time 0.006 (0.013)	Data 0.000 (0.004)	Loss 1.0950 (1.2908)	Prec@1 62.500 (53.211)	Prec@5 96.875 (94.523)	
0: TRAINING - Epoch: [1][100/781]	Time 0.008 (0.012)	Data 0.000 (0.004)	Loss 1.4969 (1.2941)	Prec@1 53.125 (53.094)	Prec@5 87.500 (94.493)	
0: TRAINING - Epoch: [1][110/781]	Time 0.010 (0.012)	Data 0.000 (0.003)	Loss 1.5872 (1.2959)	Prec@1 37.500 (53.012)	Prec@5 93.750 (94.454)	
0: TRAINING - Epoch: [1][120/781]	Time 0.007 (0.012)	Data 0.000 (0.003)	Loss 1.2304 (1.2917)	Prec@1 53.125 (53.060)	Prec@5 95.312 (94.538)	
0: TRAINING - Epoch: [1][130/781]	Time 0.006 (0.012)	Data 0.000 (0.003)	Loss 1.3662 (1.2867)	Prec@1 50.000 (53.375)	Prec@5 96.875 (94.621)	
0: TRAINING - Epoch: [1][140/781]	Time 0.006 (0.011)	Data 0.000 (0.003)	Loss 1.2966 (1.2818)	Prec@1 57.812 (53.402)	Prec@5 90.625 (94.670)	
0: TRAINING - Epoch: [1][150/781]	Time 0.017 (0.011)	Data 0.000 (0.002)	Loss 1.2839 (1.2784)	Prec@1 56.250 (53.560)	Prec@5 92.188 (94.681)	
0: TRAINING - Epoch: [1][160/781]	Time 0.007 (0.011)	Data 0.000 (0.002)	Loss 0.8742 (1.2728)	Prec@1 70.312 (53.698)	Prec@5 96.875 (94.691)	
0: TRAINING - Epoch: [1][170/781]	Time 0.011 (0.011)	Data 0.000 (0.002)	Loss 1.5387 (1.2717)	Prec@1 45.312 (53.728)	Prec@5 93.750 (94.636)	
0: TRAINING - Epoch: [1][180/781]	Time 0.013 (0.011)	Data 0.000 (0.002)	Loss 1.0301 (1.2633)	Prec@1 67.188 (53.997)	Prec@5 93.750 (94.708)	
0: TRAINING - Epoch: [1][190/781]	Time 0.013 (0.011)	Data 0.000 (0.002)	Loss 1.0590 (1.2550)	Prec@1 60.938 (54.254)	Prec@5 95.312 (94.797)	
0: TRAINING - Epoch: [1][200/781]	Time 0.006 (0.011)	Data 0.000 (0.002)	Loss 1.3233 (1.2532)	Prec@1 48.438 (54.283)	Prec@5 96.875 (94.831)	
0: TRAINING - Epoch: [1][210/781]	Time 0.013 (0.011)	Data 0.000 (0.002)	Loss 0.8591 (1.2484)	Prec@1 75.000 (54.443)	Prec@5 98.438 (94.898)	
0: TRAINING - Epoch: [1][220/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.2166 (1.2496)	Prec@1 62.500 (54.440)	Prec@5 92.188 (94.924)	
0: TRAINING - Epoch: [1][230/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.1923 (1.2483)	Prec@1 54.688 (54.552)	Prec@5 96.875 (94.968)	
0: TRAINING - Epoch: [1][240/781]	Time 0.006 (0.010)	Data 0.000 (0.002)	Loss 1.0410 (1.2443)	Prec@1 60.938 (54.694)	Prec@5 95.312 (94.975)	
0: TRAINING - Epoch: [1][250/781]	Time 0.006 (0.010)	Data 0.000 (0.001)	Loss 1.0785 (1.2410)	Prec@1 59.375 (54.793)	Prec@5 95.312 (94.983)	
0: TRAINING - Epoch: [1][260/781]	Time 0.006 (0.010)	Data 0.000 (0.001)	Loss 1.2275 (1.2373)	Prec@1 54.688 (54.963)	Prec@5 95.312 (94.989)	
0: TRAINING - Epoch: [1][270/781]	Time 0.012 (0.010)	Data 0.000 (0.001)	Loss 1.3279 (1.2372)	Prec@1 53.125 (54.993)	Prec@5 90.625 (94.961)	
0: TRAINING - Epoch: [1][280/781]	Time 0.006 (0.010)	Data 0.000 (0.001)	Loss 1.0197 (1.2328)	Prec@1 65.625 (55.160)	Prec@5 92.188 (95.007)	
